№ чека;Дата;Время;Товар;Кол-во;Сумма;Способ платежа (нал / безнал);Покупатель;Себестоимость закупки
100003603;10-28-2016;0,621898148;Шлёпки тип 3, Adidas;1;300.49;наличные;;151
100003603;10-28-2016;0,621898148;Рубашка тип 1, Adidas;1;914.82;наличные;;474
100003603;10-28-2016;0,621898148;Сапоги тип 5, Reebok;1;5673.87;наличные;;2741
100003615;1-25-2018;0,834421296;Кроссовки тип 6, Nike;1;4692.12;наличные;;1923
100003626;2-8-2018;0,740648148;Штаны тип 10, Nike;2;2317.232;наличные;;1154
100003626;2-8-2018;0,740648148;Рубашка тип 4, Adidas;2;717.96;наличные;;372
100003626;2-8-2018;0,740648148;Футболка тип 1, Puma;1;233.696;наличные;;134
100003627;4-27-2018;0,836481481;Шапка тип 7, Reebok;1;374.4;наличные;;195
100003639;1-13-2017;0,6709375;Сапоги тип 1, Adidas;1;7293.79;наличные;ФИО 613;3593
100003643;5-9-2016;0,684583333;Футболка тип 3, Puma;1;616.176;наличные;;389
100003643;5-9-2016;0,684583333;Шапка тип 3, Reebok;1;516.12;наличные;;253
100003643;5-9-2016;0,684583333;Запонка тип 1, Puma;1;227.88;наличные;;135
100003643;5-9-2016;0,684583333;Рубашка тип 7, Reebok;2;2620.52;наличные;;1372
100003643;5-9-2016;0,684583333;Туфли тип 3, Adidas;1;3408.96;наличные;;1608
100003643;5-9-2016;0,684583333;Шапка тип 6, Adidas;1;424.212;наличные;;265
100003643;5-9-2016;0,684583333;Запонка тип 4, Adidas;1;1069.81;наличные;;493
100003643;5-9-2016;0,684583333;Рубашка тип 9, Nike;1;1699.04;наличные;;740
100003659;5-16-2017;0,476840278;Шапка тип 5, Nike;1;454.336;наличные;;229
100003659;5-16-2017;0,476840278;Колготки тип 3, Adidas;1;378.1566;наличные;;251
100003690;11-12-2016;0,392824074;Сапоги тип 1, Nike;1;6055.728;наличные;ФИО 248;2814
100003694;2-15-2016;0,472465278;Ремень тип 3, Reebok;1;714.42;наличные;ФИО 310;378
100003703;7-28-2017;0,766168981;Штаны тип 10, Puma;1;1870.2;наличные;;1039
100003705;11-3-2017;0,790185185;Шапка тип 4, Puma;1;423.688;наличные;;251
100003718;8-12-2016;0,384814815;Кроссовки тип 6, Reebok;1;1966.96;безналичные;;1069
100003718;8-12-2016;0,384814815;Кроссовки тип 4, Adidas;1;1390.059;безналичные;;739
100003718;8-12-2016;0,384814815;Колготки тип 4, Nike;1;237.62616;безналичные;;123
100003718;8-12-2016;0,384814815;Рубашка тип 10, Nike;1;357.714;безналичные;;167
100003718;8-12-2016;0,384814815;Туфли тип 2, Nike;1;3792.536;безналичные;;1562
100003718;8-12-2016;0,384814815;Футболка тип 4, Nike;1;481.41216;безналичные;;246
100003784;1-23-2017;0,758576389;Штаны тип 10, Reebok;1;336.5712;наличные;;162
100003784;1-23-2017;0,758576389;Рубашка тип 1, Adidas;1;914.82;наличные;;474
100003787;12-23-2016;0,423773148;Шапка тип 1, Puma;1;470.016;безналичные;;288
100003787;12-23-2016;0,423773148;Рубашка тип 3, Adidas;1;747.72;безналичные;;372
100003787;12-23-2016;0,423773148;Футболка тип 2, Nike;1;431.136;безналичные;;216
100003787;12-23-2016;0,423773148;Кроссовки тип 3, Adidas;1;3241.26;безналичные;;1637
100003831;3-17-2017;0,528032407;Рубашка тип 5, Adidas;1;1433.36;безналичные;;779
100003831;3-17-2017;0,528032407;Футболка тип 3, Reebok;2;881.4;безналичные;;452
100003837;6-20-2018;0,747164352;Штаны тип 6, Adidas;1;1532;безналичные;;766
100003837;6-20-2018;0,747164352;Штаны тип 2, Adidas;1;2081.16;безналичные;;1107
100003845;5-30-2018;0,738645833;Рубашка тип 2, Puma;1;776.80512;наличные;;494
100003846;4-2-2016;0,770208333;Запонка тип 6, Puma;1;365.72;наличные;ФИО 1027;205
100003846;4-2-2016;0,770208333;Сапоги тип 1, Nike;1;4844.5824;наличные;ФИО 1027;2814
100003885;9-30-2016;0,852951389;Футболка тип 3, Reebok;1;418.665;наличные;;226
100003885;9-30-2016;0,852951389;Колготки тип 2, Nike;1;269;наличные;;125
100003885;9-30-2016;0,852951389;Колготки тип 7, Adidas;1;797.04;наличные;;369
100003909;1-18-2017;0,455300926;Запонка тип 7, Adidas;1;334.88;наличные;;184
100003909;1-18-2017;0,455300926;Рубашка тип 4, Reebok;1;1673.9;наличные;;881
100003909;1-18-2017;0,455300926;Штаны тип 11, Reebok;1;1653.3244;наличные;;857
100003914;3-23-2018;0,778564815;Туфли тип 2, Adidas;1;3094.4292;наличные;ФИО 541;1761
100003914;3-23-2018;0,778564815;Кроссовки тип 4, Nike;1;1782.428;наличные;ФИО 541;893
100003916;5-5-2018;0,479513889;Ремень тип 3, Nike;2;938.528;безналичные;;422
100003918;2-3-2017;0,60099537;Шлёпки тип 3, Reebok;1;481.14;безналичные;;243
100003926;7-29-2016;0,438449074;Кроссовки тип 1, Nike;1;3992.892;безналичные;;1887
100003926;7-29-2016;0,438449074;Сапоги тип 1, Puma;2;12633.632;безналичные;;7556
100003929;7-29-2017;0,690162037;Запонка тип 4, Puma;1;788.04;безналичные;;495
100003929;7-29-2017;0,690162037;Майка тип 3, Nike;1;535;безналичные;;250
100003943;8-25-2016;0,509305556;Шапка тип 3, Puma;1;388.44;наличные;;249
100003950;10-29-2017;0,393275463;Рубашка тип 7, Reebok;1;1310.26;наличные;;686
100003975;4-22-2016;0,375289352;Шапка тип 8, Adidas;2;653.6;безналичные;;304
100003986;10-19-2017;0,412662037;Шапка тип 8, Puma;1;519.68;наличные;;290
100003986;10-19-2017;0,412662037;Ремень тип 4, Puma;1;387.8496;наличные;;268
100003986;10-19-2017;0,412662037;Кепка тип 1, Puma;1;192.76704;наличные;;134
100003986;10-19-2017;0,412662037;Майка тип 3, Puma;1;480.6;наличные;;267
100003986;10-19-2017;0,412662037;Кроссовки тип 3, Adidas;1;3241.26;наличные;;1637
100003986;10-19-2017;0,412662037;Рубашка тип 10, Adidas;1;446.9;наличные;;205
100003992;1-12-2018;0,754814815;Футболка тип 7, Puma;2;403.104;наличные;;228
100003992;1-12-2018;0,754814815;Кроссовки тип 6, Nike;1;4692.12;наличные;;1923
100003992;1-12-2018;0,754814815;Сапоги тип 2, Nike;2;10325.07648;наличные;;5454
100003992;1-12-2018;0,754814815;Шапка тип 2, Reebok;1;378.4;наличные;;176
100003992;1-12-2018;0,754814815;Ремень тип 1, Reebok;1;552.492;наличные;;298
100003992;1-12-2018;0,754814815;Рубашка тип 2, Nike;1;1560.9856;наличные;;824
100003992;1-12-2018;0,754814815;Шапка тип 3, Adidas;1;231;наличные;;110
100004008;6-4-2017;0,845601852;Мячик тип 2, Adidas;1;86.94;безналичные;;45
100004008;6-4-2017;0,845601852;Рубашка тип 12, Adidas;1;820.8;безналичные;;456
100004008;6-4-2017;0,845601852;Штаны тип 11, Puma;1;544.824;безналичные;;329
100004008;6-4-2017;0,845601852;Запонка тип 1, Adidas;1;526.62;безналичные;;262
100004053;12-9-2016;0,71037037;Туфли тип 2, Reebok;1;4327.96;наличные;;2378
100004059;3-20-2017;0,375347222;Мячик тип 1, Nike;1;111.936;безналичные;;48
100004059;3-20-2017;0,375347222;Кепка тип 1, Reebok;1;529.2;безналичные;;245
100004068;12-30-2017;0,775069444;Рубашка тип 1, Puma;2;2852.256;наличные;;1628
100004068;12-30-2017;0,775069444;Кроссовки тип 2, Puma;2;3158.112;наличные;;1964
100004068;12-30-2017;0,775069444;Штаны тип 11, Adidas;1;1697.28;наличные;;884
100004068;12-30-2017;0,775069444;Штаны тип 3, Reebok;1;1850.97;наличные;;869
100004085;8-2-2018;0,739016204;Штаны тип 12, Adidas;1;974.46;безналичные;;447
100004093;5-4-2016;0,810335648;Колготки тип 2, Nike;1;269;наличные;;125
100004098;12-10-2016;0,701539352;Рубашка тип 9, Nike;1;1699.04;безналичные;;740
100004098;12-10-2016;0,701539352;Шлёпки тип 1, Adidas;1;391.95;безналичные;;195
100004098;12-10-2016;0,701539352;Майка тип 3, Nike;1;535;безналичные;;250
100004098;12-10-2016;0,701539352;Футболка тип 1, Puma;1;233.696;безналичные;;134
100004103;12-30-2016;0,396412037;Запонка тип 6, Puma;2;731.44;наличные;;410
100004103;12-30-2016;0,396412037;Колготки тип 2, Nike;1;269;наличные;;125
100004106;5-17-2017;0,731828704;Кепка тип 1, Adidas;1;339.5;наличные;;175
100004106;5-17-2017;0,731828704;Кепка тип 3, Nike;1;357.06;наличные;;165
100004112;3-27-2016;0,510891204;Штаны тип 4, Nike;1;2242.3876;безналичные;;1007
100004118;12-22-2016;0,487951389;Мячик тип 1, Nike;1;111.936;безналичные;;48
100004118;12-22-2016;0,487951389;Запонка тип 5, Reebok;1;262.8;безналичные;;146
100004118;12-22-2016;0,487951389;Майка тип 3, Nike;1;444.05;безналичные;;250
100004118;12-22-2016;0,487951389;Запонка тип 3, Reebok;1;661.8848;безналичные;;391
100004122;1-7-2017;0,42619213;Запонка тип 3, Puma;1;648.96;безналичные;;390
100004122;1-7-2017;0,42619213;Футболка тип 6, Nike;1;692.692;безналичные;;346
100004155;1-30-2017;0,740555556;Кепка тип 3, Reebok;1;315.57;наличные;;157
100004155;1-30-2017;0,740555556;Колготки тип 4, Adidas;1;688.2;наличные;;370
100004155;1-30-2017;0,740555556;Кроссовки тип 6, Reebok;1;1966.96;наличные;;1069
100004155;1-30-2017;0,740555556;Сапоги тип 6, Nike;1;5533.412;наличные;;2279
100004155;1-30-2017;0,740555556;Сапоги тип 6, Adidas;1;5889.38;наличные;;2714
100004191;10-19-2017;0,670185185;Футболка тип 4, Nike;1;594.336;безналичные;;246
100004191;10-19-2017;0,670185185;Запонка тип 3, Puma;1;616.512;безналичные;;390
100004191;10-19-2017;0,670185185;Шапка тип 8, Puma;1;519.68;безналичные;;290
100004198;3-27-2016;0,852858796;Ремень тип 4, Reebok;1;450.76;наличные;ФИО 965;236
100004198;3-27-2016;0,852858796;Туфли тип 3, Nike;2;13300.736;наличные;ФИО 965;6704
100004198;3-27-2016;0,852858796;Кепка тип 1, Reebok;1;529.2;наличные;ФИО 965;245
100004201;11-19-2016;0,387349537;Кроссовки тип 3, Nike;1;2651.176;наличные;;1282
100004202;6-8-2017;0,828125;Рубашка тип 5, Adidas;1;1333.0248;наличные;ФИО 212;779
100004210;1-31-2016;0,7425;Ремень тип 3, Nike;1;469.264;безналичные;;211
100004210;1-31-2016;0,7425;Рубашка тип 5, Nike;1;747.63008;безналичные;;419
100004210;1-31-2016;0,7425;Кроссовки тип 3, Nike;2;4878.16384;безналичные;;2564
100004265;11-23-2017;0,602893519;Шлёпки тип 3, Adidas;2;600.98;наличные;ФИО 957;302
100004265;11-23-2017;0,602893519;Сапоги тип 4, Puma;1;5809.6;наличные;ФИО 957;3631
100004283;3-31-2017;0,677071759;Штаны тип 10, Puma;1;1870.2;наличные;;1039
100004307;8-22-2017;0,396875;Запонка тип 5, Adidas;1;670.32;наличные;ФИО 79;342
100004331;9-1-2016;0,792777778;Запонка тип 4, Reebok;1;763.7532;наличные;;419
100004336;6-16-2016;0,67431713;Сапоги тип 4, Nike;1;6097.59744;наличные;;2868
100004336;6-16-2016;0,67431713;Кроссовки тип 2, Nike;1;4556.48;наличные;;1964
100004336;6-16-2016;0,67431713;Шапка тип 5, Adidas;1;322.74;наличные;;163
100004336;6-16-2016;0,67431713;Шлёпки тип 3, Adidas;1;300.49;наличные;;151
100004338;10-16-2016;0,546053241;Шапка тип 7, Adidas;1;262.3104;безналичные;;176
100004356;10-1-2017;0,407511574;Штаны тип 12, Reebok;1;531.9636;наличные;;249
100004375;4-9-2018;0,585185185;Шапка тип 7, Nike;1;411.87328;наличные;;208
100004375;4-9-2018;0,585185185;Рубашка тип 1, Adidas;2;1829.64;наличные;;948
100004375;4-9-2018;0,585185185;Шлёпки тип 1, Reebok;1;686.4;наличные;;312
100004375;4-9-2018;0,585185185;Майка тип 1, Puma;1;420.784;наличные;;238
100004378;4-1-2017;0,519537037;Футболка тип 3, Nike;1;492.2;безналичные;ФИО 218;230
100004378;4-1-2017;0,519537037;Кроссовки тип 1, Puma;1;2891.328;безналичные;ФИО 218;1628
100004378;4-1-2017;0,519537037;Запонка тип 7, Reebok;2;933.0048;безналичные;ФИО 218;534
100004378;4-1-2017;0,519537037;Кроссовки тип 4, Adidas;2;3027.2396;безналичные;ФИО 218;1478
100004389;8-14-2018;0,827939815;Ремень тип 2, Adidas;2;593.229;наличные;;318
100004389;8-14-2018;0,827939815;Туфли тип 4, Adidas;1;3582.78;наличные;;1698
100004397;8-15-2016;0,607337963;Туфли тип 2, Adidas;1;3161.6994;безналичные;;1761
100004408;6-26-2016;0,860219907;Колготки тип 2, Reebok;1;415.8;безналичные;;210
100004408;6-26-2016;0,860219907;Футболка тип 1, Nike;2;904.4;безналичные;;380
100004427;1-22-2017;0,867835648;Штаны тип 10, Puma;1;1870.2;безналичные;;1039
100004464;9-5-2016;0,529826389;Запонка тип 6, Adidas;2;670.878;безналичные;;366
100004464;9-5-2016;0,529826389;Штаны тип 9, Reebok;1;608.16;безналичные;;336
100004464;9-5-2016;0,529826389;Футболка тип 2, Puma;1;282.24;безналичные;;200
100004465;10-26-2016;0,687199074;Шапка тип 6, Reebok;1;203.3;безналичные;;107
100004466;10-16-2016;0,500486111;Рубашка тип 8, Puma;1;475.2;наличные;;264
100004466;10-16-2016;0,500486111;Штаны тип 3, Nike;2;3073.056;наличные;;1428
100004489;4-27-2016;0,468078704;Штаны тип 5, Adidas;1;972.37;наличные;;479
100004489;4-27-2016;0,468078704;Шапка тип 8, Puma;1;519.68;наличные;;290
100004489;4-27-2016;0,468078704;Ремень тип 4, Puma;1;430.944;наличные;;268
100004494;8-29-2018;0,719016204;Рубашка тип 2, Reebok;1;554.4;наличные;;252
100004494;8-29-2018;0,719016204;Майка тип 4, Nike;1;341.938;наличные;;178
100004494;8-29-2018;0,719016204;Шапка тип 3, Reebok;1;495.4752;наличные;;253
100004494;8-29-2018;0,719016204;Штаны тип 10, Adidas;1;1062.096;наличные;;580
100004495;7-25-2018;0,854918981;Мячик тип 1, Reebok;1;93.74;безналичные;ФИО 1001;43
100004502;3-5-2016;0,803946759;Рубашка тип 4, Adidas;1;358.98;наличные;;186
100004510;7-16-2016;0,627164352;Колготки тип 4, Nike;1;289.788;безналичные;ФИО 20;123
100004510;7-16-2016;0,627164352;Сапоги тип 5, Adidas;2;5720.58;безналичные;ФИО 20;3126
100004529;2-17-2016;0,485694444;Мячик тип 1, Adidas;1;51.987;наличные;;31
100004529;2-17-2016;0,485694444;Ремень тип 4, Adidas;1;390.236;наличные;;181
100004529;2-17-2016;0,485694444;Мячик тип 2, Puma;2;141.8256;наличные;;90
100004529;2-17-2016;0,485694444;Кроссовки тип 4, Puma;1;1451.904;наличные;;912
100004529;2-17-2016;0,485694444;Кроссовки тип 6, Puma;1;2577.472;наличные;;1564
100004529;2-17-2016;0,485694444;Шапка тип 5, Nike;1;377.09888;наличные;;229
100004529;2-17-2016;0,485694444;Штаны тип 5, Adidas;1;972.37;наличные;;479
100004529;2-17-2016;0,485694444;Майка тип 2, Reebok;1;461.89;наличные;;247
100004529;2-17-2016;0,485694444;Шапка тип 2, Puma;2;760.32;наличные;;440
100004529;2-17-2016;0,485694444;Мячик тип 1, Adidas;1;60.45;наличные;;31
100004544;12-18-2016;0,59369213;Штаны тип 6, Reebok;1;1323.96;наличные;ФИО 32;649
100004544;12-18-2016;0,59369213;Шапка тип 5, Adidas;1;322.74;наличные;ФИО 32;163
100004544;12-18-2016;0,59369213;Колготки тип 3, Adidas;1;466.86;наличные;ФИО 32;251
100004544;12-18-2016;0,59369213;Туфли тип 4, Nike;1;5776.12;наличные;ФИО 32;2947
100004544;12-18-2016;0,59369213;Запонка тип 6, Adidas;1;356.85;наличные;ФИО 32;183
100004544;12-18-2016;0,59369213;Футболка тип 1, Reebok;1;309.68;наличные;ФИО 32;158
100004557;7-13-2017;0,620648148;Рубашка тип 1, Puma;1;1369.08288;наличные;;814
100004568;8-1-2016;0,788321759;Запонка тип 7, Puma;2;392;наличные;;250
100004568;8-1-2016;0,788321759;Кроссовки тип 5, Puma;2;1813.06512;наличные;;1406
100004591;9-23-2018;0,49306713;Шапка тип 3, Puma;1;388.44;безналичные;ФИО 862;249
100004591;9-23-2018;0,49306713;Ремень тип 4, Puma;1;430.944;безналичные;ФИО 862;268
100004606;9-11-2017;0,569537037;Шлёпки тип 3, Puma;1;338.56;безналичные;;230
100004606;9-11-2017;0,569537037;Шапка тип 8, Nike;1;518.3724;безналичные;;282
100004606;9-11-2017;0,569537037;Рубашка тип 8, Puma;2;950.4;безналичные;;528
100004620;7-22-2018;0,718599537;Майка тип 1, Nike;1;339.16;безналичные;;139
100004621;7-25-2017;0,765520833;Мячик тип 2, Adidas;2;189;безналичные;ФИО 286;90
100004624;3-28-2017;0,674131944;Сапоги тип 4, Reebok;1;7161.1;безналичные;;3769
100004639;9-16-2017;0,870671296;Кепка тип 2, Puma;1;314.64;безналичные;;190
100004651;11-5-2017;0,400543981;Сапоги тип 4, Nike;1;6929.088;безналичные;;2868
100004679;4-21-2016;0,561979167;Штаны тип 11, Reebok;1;1816.84;безналичные;;857
100004679;4-21-2016;0,561979167;Колготки тип 5, Nike;1;506.984;безналичные;;254
100004679;4-21-2016;0,561979167;Рубашка тип 3, Reebok;2;1033.2;безналичные;;492
100004679;4-21-2016;0,561979167;Колготки тип 2, Nike;1;269;безналичные;;125
100004679;4-21-2016;0,561979167;Кроссовки тип 5, Puma;1;1119.176;безналичные;;703
100004680;1-30-2018;0,768055556;Колготки тип 6, Reebok;1;691.6;наличные;;380
100004681;10-16-2017;0,853993056;Рубашка тип 5, Puma;1;1044.96;наличные;;622
100004687;7-16-2018;0,687280093;Кроссовки тип 3, Nike;1;2651.176;наличные;;1282
100004687;7-16-2018;0,687280093;Колготки тип 2, Adidas;1;94.6176;наличные;;56
100004687;7-16-2018;0,687280093;Штаны тип 4, Puma;1;1185.06888;наличные;;919
100004687;7-16-2018;0,687280093;Футболка тип 5, Nike;1;568.4;наличные;;245
100004687;7-16-2018;0,687280093;Рубашка тип 6, Puma;1;551.76;наличные;;330
100004687;7-16-2018;0,687280093;Шапка тип 6, Reebok;1;178.904;наличные;;107
100004692;9-11-2018;0,730868056;Футболка тип 6, Adidas;1;317.904;наличные;ФИО 982;179
100004692;9-11-2018;0,730868056;Рубашка тип 2, Nike;1;1658.5472;наличные;ФИО 982;824
100004692;9-11-2018;0,730868056;Футболка тип 1, Nike;1;416.024;наличные;ФИО 982;190
100004700;11-15-2017;0,580324074;Футболка тип 1, Adidas;1;459.9;наличные;;219
100004700;11-15-2017;0,580324074;Рубашка тип 3, Puma;1;273.6;наличные;;152
100004700;11-15-2017;0,580324074;Сапоги тип 5, Puma;1;2273.648;наличные;;1286
100004700;11-15-2017;0,580324074;Колготки тип 7, Puma;1;565.76;наличные;;320
100004700;11-15-2017;0,580324074;Майка тип 3, Nike;1;535;наличные;;250
100004708;2-15-2016;0,780613426;Рубашка тип 8, Puma;1;418.176;наличные;;264
100004708;2-15-2016;0,780613426;Колготки тип 7, Reebok;1;315.59;наличные;;151
100004708;2-15-2016;0,780613426;Кепка тип 2, Reebok;1;196.35;наличные;;105
100004713;2-20-2018;0,440752315;Рубашка тип 3, Nike;1;1737.236;безналичные;;821
100004730;7-23-2018;0,407152778;Сапоги тип 1, Reebok;1;4917.9;безналичные;ФИО 1238;2535
100004730;7-23-2018;0,407152778;Колготки тип 1, Adidas;1;708.75;безналичные;ФИО 1238;375
100004730;7-23-2018;0,407152778;Рубашка тип 3, Nike;1;1546.14004;безналичные;ФИО 1238;821
100004730;7-23-2018;0,407152778;Запонка тип 4, Adidas;1;887.9423;безналичные;ФИО 1238;493
100004730;7-23-2018;0,407152778;Рубашка тип 1, Nike;1;1700.784;безналичные;ФИО 1238;837
100004730;7-23-2018;0,407152778;Рубашка тип 6, Reebok;1;699.6;безналичные;ФИО 1238;330
100004741;7-1-2016;0,845960648;Штаны тип 3, Reebok;1;1554.8148;безналичные;;869
100004741;7-1-2016;0,845960648;Штаны тип 10, Reebok;2;686.88;безналичные;;324
100004768;8-2-2017;0,506377315;Рубашка тип 7, Adidas;1;1550.25;безналичные;;795
100004768;8-2-2017;0,506377315;Кроссовки тип 6, Puma;1;2577.472;безналичные;;1564
100004768;8-2-2017;0,506377315;Шапка тип 6, Adidas;1;487.6;безналичные;;265
100004786;1-8-2016;0,690740741;Рубашка тип 4, Nike;1;2053.344;безналичные;ФИО 420;876
100004786;1-8-2016;0,690740741;Колготки тип 1, Puma;1;215.496;безналичные;ФИО 420;123
100004804;8-19-2018;0,817372685;Кроссовки тип 3, Adidas;1;2852.3088;безналичные;;1637
100004833;7-18-2018;0,407858796;Штаны тип 8, Nike;1;1313.14848;наличные;;743
100004859;12-22-2016;0,82162037;Рубашка тип 3, Nike;1;1737.236;наличные;;821
100004861;5-16-2018;0,545694444;Рубашка тип 8, Puma;2;798.336;наличные;;528
100004861;5-16-2018;0,545694444;Футболка тип 1, Adidas;2;919.8;наличные;;438
100004861;5-16-2018;0,545694444;Запонка тип 1, Reebok;1;767.97;наличные;;371
100004861;5-16-2018;0,545694444;Майка тип 1, Adidas;2;1594.32;наличные;;728
100004867;2-21-2017;0,426469907;Штаны тип 5, Adidas;1;972.37;наличные;;479
100004874;7-24-2017;0,642303241;Штаны тип 6, Puma;1;1155.01536;безналичные;ФИО 1239;761
100004874;7-24-2017;0,642303241;Запонка тип 6, Adidas;1;356.85;безналичные;ФИО 1239;183
100004874;7-24-2017;0,642303241;Туфли тип 2, Adidas;2;6727.02;безналичные;ФИО 1239;3522
100004894;9-12-2017;0,853564815;Туфли тип 2, Puma;2;6469.888;безналичные;;4064
100004907;4-21-2018;0,807824074;Шапка тип 5, Puma;1;234.08;безналичные;;140
100004907;4-21-2018;0,807824074;Рубашка тип 7, Reebok;1;1310.26;безналичные;;686
100004911;7-3-2016;0,723506944;Сапоги тип 5, Nike;1;8007.18;безналичные;;3543
100004911;7-3-2016;0,723506944;Шапка тип 8, Reebok;1;356.3868;безналичные;;209
100004928;9-21-2017;0,52724537;Рубашка тип 7, Nike;1;1646.56;безналичные;ФИО 2;820
100004928;9-21-2017;0,52724537;Запонка тип 4, Reebok;1;821.24;безналичные;ФИО 2;419
100004928;9-21-2017;0,52724537;Запонка тип 5, Puma;1;225.792;безналичные;ФИО 2;140
100004939;3-21-2017;0,823287037;Колготки тип 2, Adidas;1;107.52;наличные;;56
100004939;3-21-2017;0,823287037;Майка тип 4, Nike;1;402.28;наличные;;178
100004939;3-21-2017;0,823287037;Штаны тип 7, Puma;1;482.232;наличные;;283
100004946;1-28-2016;0,710277778;Рубашка тип 9, Puma;1;562.632;наличные;ФИО 668;425
100004946;1-28-2016;0,710277778;Сапоги тип 6, Adidas;1;5536.0172;наличные;ФИО 668;2714
100004946;1-28-2016;0,710277778;Шапка тип 7, Reebok;1;348.192;наличные;ФИО 668;195
100004966;9-21-2017;0,820428241;Шапка тип 3, Nike;1;609.54112;безналичные;ФИО 909;298
100004966;9-21-2017;0,820428241;Рубашка тип 4, Nike;1;2012.27712;безналичные;ФИО 909;876
100004966;9-21-2017;0,820428241;Кроссовки тип 5, Puma;1;917.72432;безналичные;ФИО 909;703
100004966;9-21-2017;0,820428241;Штаны тип 9, Reebok;1;547.344;безналичные;ФИО 909;336
100004966;9-21-2017;0,820428241;Штаны тип 4, Puma;1;1419.15656;безналичные;ФИО 909;919
100004966;9-21-2017;0,820428241;Туфли тип 3, Adidas;2;6817.92;безналичные;ФИО 909;3216
100004966;9-21-2017;0,820428241;Туфли тип 3, Adidas;1;3408.96;безналичные;ФИО 909;1608
100004966;9-21-2017;0,820428241;Туфли тип 2, Adidas;2;6727.02;безналичные;ФИО 909;3522
100004966;9-21-2017;0,820428241;Колготки тип 3, Nike;1;436.244;безналичные;ФИО 909;191
100004967;1-13-2018;0,577905093;Штаны тип 2, Reebok;1;335.49;наличные;;159
100004967;1-13-2018;0,577905093;Кепка тип 2, Nike;1;541.66;наличные;;265
100004995;10-23-2017;0,648946759;Штаны тип 1, Adidas;1;1564.92;наличные;;828
100004995;10-23-2017;0,648946759;Шапка тип 1, Reebok;1;495.55;наличные;;265
100004995;10-23-2017;0,648946759;Рубашка тип 10, Nike;2;794.92;наличные;;334
100005012;5-7-2018;0,433657407;Рубашка тип 10, Reebok;1;1125.72;наличные;;531
100005038;8-4-2018;0,729305556;Запонка тип 1, Puma;1;195.9768;наличные;;135
100005049;11-1-2016;0,378055556;Кепка тип 3, Adidas;2;638.7528;наличные;;394
100005053;6-13-2018;0,851759259;Майка тип 2, Nike;1;934.78;безналичные;;385
100005060;8-27-2016;0,855844907;Мячик тип 1, Nike;2;223.872;наличные;;96
100005065;9-5-2018;0,650671296;Колготки тип 2, Adidas;1;107.52;наличные;;56
100005093;1-9-2018;0,571087963;Футболка тип 7, Nike;1;739.1464;наличные;;391
100005096;10-11-2017;0,468252315;Штаны тип 1, Nike;2;3867.5612;безналичные;;1874
100005108;7-29-2016;0,54130787;Колготки тип 6, Nike;1;536.52;наличные;ФИО 980;255
100005108;7-29-2016;0,54130787;Запонка тип 4, Reebok;1;821.24;наличные;ФИО 980;419
100005108;7-29-2016;0,54130787;Сапоги тип 5, Adidas;1;2374.0407;наличные;ФИО 980;1563
100005133;9-7-2016;0,519143519;Рубашка тип 3, Reebok;1;516.6;наличные;;246
100005133;9-7-2016;0,519143519;Колготки тип 7, Reebok;1;315.59;наличные;;151
100005168;12-4-2017;0,381400463;Шапка тип 3, Reebok;1;510.9588;наличные;ФИО 1229;253
100005168;12-4-2017;0,381400463;Футболка тип 7, Adidas;1;364.06;наличные;ФИО 1229;167
100005175;8-18-2018;0,533449074;Сапоги тип 6, Nike;1;5533.412;безналичные;;2279
100005182;8-12-2018;0,416273148;Кроссовки тип 6, Nike;1;4692.12;безналичные;;1923
100005182;8-12-2018;0,416273148;Запонка тип 3, Reebok;2;1438.88;безналичные;;782
100005184;9-11-2016;0,745590278;Запонка тип 4, Puma;1;788.04;безналичные;;495
100005195;8-19-2018;0,555289352;Ремень тип 2, Nike;2;1073.6;наличные;;440
100005195;8-19-2018;0,555289352;Штаны тип 6, Nike;1;2298.168;наличные;;1062
100005199;5-28-2018;0,583159722;Запонка тип 3, Reebok;2;1438.88;безналичные;;782
100005199;5-28-2018;0,583159722;Туфли тип 3, Adidas;1;3170.3328;безналичные;;1608
100005199;5-28-2018;0,583159722;Кроссовки тип 2, Adidas;1;2117.61;безналичные;;1023
100005199;5-28-2018;0,583159722;Футболка тип 2, Adidas;1;434.214;безналичные;;258
100005199;5-28-2018;0,583159722;Штаны тип 11, Nike;1;768.25176;безналичные;;453
100005199;5-28-2018;0,583159722;Ремень тип 2, Adidas;1;325.95;безналичные;;159
100005199;5-28-2018;0,583159722;Рубашка тип 10, Reebok;1;1125.72;безналичные;;531
100005211;12-21-2016;0,66375;Рубашка тип 10, Reebok;2;2251.44;безналичные;;1062
100005211;12-21-2016;0,66375;Запонка тип 5, Nike;1;949.648;безналичные;;427
100005211;12-21-2016;0,66375;Кепка тип 3, Puma;1;479.864;безналичные;;287
100005228;8-26-2017;0,506944444;Туфли тип 2, Nike;1;3792.536;наличные;;1562
100005233;5-17-2016;0,554328704;Шапка тип 4, Adidas;1;540.288;наличные;ФИО 915;280
100005233;5-17-2016;0,554328704;Ремень тип 1, Puma;1;310.184;наличные;ФИО 915;191
100005233;5-17-2016;0,554328704;Штаны тип 10, Puma;2;3740.4;наличные;ФИО 915;2078
100005248;4-12-2016;0,503078704;Рубашка тип 6, Nike;1;1552.824;безналичные;ФИО 966;702
