№ чека;Дата;Время;Товар;Кол-во;Сумма;Способ платежа (нал / безнал);Покупатель;Себестоимость закупки
100003437;4-26-2018;0,685104167;Шапка тип 4, Nike;1;573.672;наличные;;246
100003443;5-9-2016;0,872858796;Футболка тип 6, Adidas;1;331.15;наличные;;179
100003464;7-20-2016;0,384236111;Рубашка тип 5, Nike;1;765.86496;безналичные;;419
100003464;7-20-2016;0,384236111;Туфли тип 3, Adidas;1;3340.7808;безналичные;;1608
100003466;12-30-2017;0,653321759;Колготки тип 2, Puma;2;855.296;безналичные;;514
100003466;12-30-2017;0,653321759;Ремень тип 2, Nike;1;536.8;безналичные;;220
100003466;12-30-2017;0,653321759;Туфли тип 3, Nike;1;6650.368;безналичные;;3352
100003471;6-27-2018;0,598483796;Штаны тип 1, Nike;1;2275.036;безналичные;;937
100003471;6-27-2018;0,598483796;Запонка тип 1, Adidas;1;526.62;безналичные;;262
100003523;7-12-2018;0,463194444;Шлёпки тип 2, Adidas;1;684.9416;наличные;;346
100003536;8-9-2018;0,787361111;Шапка тип 2, Adidas;1;278.8;наличные;;136
100003536;8-9-2018;0,787361111;Туфли тип 4, Reebok;1;6167.26;наличные;;3298
100003537;3-14-2017;0,405011574;Кроссовки тип 4, Reebok;1;3502;наличные;ФИО 5;1700
100003537;3-14-2017;0,405011574;Запонка тип 2, Nike;2;463.088;наличные;ФИО 5;206
100003537;3-14-2017;0,405011574;Рубашка тип 6, Puma;1;551.76;наличные;ФИО 5;330
100003549;4-28-2017;0,524664352;Шапка тип 1, Adidas;1;225.09;наличные;;123
100003549;4-28-2017;0,524664352;Рубашка тип 8, Adidas;2;1299.3;наличные;;710
100003549;4-28-2017;0,524664352;Колготки тип 1, Adidas;2;1575;наличные;;750
100003549;4-28-2017;0,524664352;Туфли тип 4, Nike;1;5776.12;наличные;;2947
100003580;12-21-2016;0,826180556;Футболка тип 1, Reebok;1;309.68;безналичные;ФИО 1165;158
100003580;12-21-2016;0,826180556;Футболка тип 3, Adidas;1;623.28;безналичные;ФИО 1165;318
100003599;6-23-2018;0,834907407;Шлёпки тип 1, Puma;1;294.84;безналичные;;189
100003599;6-23-2018;0,834907407;Туфли тип 3, Nike;1;6650.368;безналичные;;3352
100003599;6-23-2018;0,834907407;Ремень тип 4, Reebok;1;410.1916;безналичные;;236
100003599;6-23-2018;0,834907407;Запонка тип 5, Nike;2;1899.296;безналичные;;854
100003599;6-23-2018;0,834907407;Рубашка тип 4, Nike;1;2053.344;безналичные;;876
100003599;6-23-2018;0,834907407;Рубашка тип 8, Puma;1;475.2;безналичные;;264
100003599;6-23-2018;0,834907407;Штаны тип 6, Adidas;1;1302.2;безналичные;;766
100003629;8-1-2016;0,608310185;Колготки тип 2, Reebok;1;415.8;наличные;;210
100003630;8-18-2017;0,565;Кепка тип 1, Nike;1;455.168;безналичные;;224
100003630;8-18-2017;0,565;Рубашка тип 11, Adidas;1;601.4;безналичные;;310
100003646;6-1-2018;0,510520833;Штаны тип 5, Reebok;1;1765.178;наличные;ФИО 1271;1076
100003646;6-1-2018;0,510520833;Рубашка тип 2, Reebok;1;554.4;наличные;ФИО 1271;252
100003646;6-1-2018;0,510520833;Футболка тип 4, Puma;1;297.344;наличные;ФИО 1271;184
100003646;6-1-2018;0,510520833;Кроссовки тип 3, Nike;2;5302.352;наличные;ФИО 1271;2564
100003656;2-26-2016;0,707696759;Колготки тип 4, Adidas;1;688.2;наличные;;370
100003656;2-26-2016;0,707696759;Туфли тип 2, Nike;1;3792.536;наличные;;1562
100003663;1-22-2016;0,740983796;Штаны тип 11, Adidas;1;1697.28;безналичные;;884
100003667;4-6-2018;0,6228125;Кепка тип 1, Adidas;1;339.5;безналичные;;175
100003667;4-6-2018;0,6228125;Запонка тип 7, Reebok;1;435.744;безналичные;;267
100003667;4-6-2018;0,6228125;Кроссовки тип 6, Nike;1;4692.12;безналичные;;1923
100003667;4-6-2018;0,6228125;Рубашка тип 10, Puma;1;451.19256;безналичные;;283
100003685;5-21-2017;0,551701389;Ремень тип 4, Puma;2;706.74816;наличные;;536
100003692;3-21-2018;0,404583333;Запонка тип 5, Nike;1;921.15856;безналичные;;427
100003695;3-14-2016;0,532256944;Запонка тип 5, Puma;1;250.88;наличные;ФИО 121;140
100003697;1-6-2018;0,799710648;Футболка тип 5, Reebok;1;700.91;наличные;;323
100003712;1-2-2016;0,417175926;Рубашка тип 9, Nike;1;1699.04;наличные;;740
100003743;5-16-2018;0,426099537;Штаны тип 8, Nike;1;1563.272;наличные;;743
100003743;5-16-2018;0,426099537;Кепка тип 3, Reebok;2;631.14;наличные;;314
100003744;9-23-2016;0,431319444;Шапка тип 1, Adidas;1;225.09;наличные;ФИО 935;123
100003753;5-6-2018;0,59130787;Туфли тип 1, Puma;1;3787.08;наличные;ФИО 1272;2265
100003753;5-6-2018;0,59130787;Кроссовки тип 4, Reebok;1;3502;наличные;ФИО 1272;1700
100003753;5-6-2018;0,59130787;Сапоги тип 6, Adidas;1;5889.38;наличные;ФИО 1272;2714
100003753;5-6-2018;0,59130787;Сапоги тип 4, Adidas;1;7128.99;наличные;ФИО 1272;3411
100003767;6-18-2016;0,825798611;Футболка тип 1, Nike;2;886.312;безналичные;;380
100003767;6-18-2016;0,825798611;Шапка тип 5, Adidas;1;274.329;безналичные;;163
100003767;6-18-2016;0,825798611;Запонка тип 2, Adidas;1;380.88;безналичные;;207
100003767;6-18-2016;0,825798611;Штаны тип 3, Reebok;1;1721.4021;безналичные;;869
100003769;10-5-2017;0,70474537;Рубашка тип 2, Puma;1;717.05088;наличные;;494
100003769;10-5-2017;0,70474537;Шапка тип 5, Nike;1;454.336;наличные;;229
100003769;10-5-2017;0,70474537;Сапоги тип 4, Puma;2;11619.2;наличные;;7262
100003772;12-12-2016;0,451516204;Штаны тип 6, Adidas;1;1532;безналичные;;766
100003772;12-12-2016;0,451516204;Сапоги тип 1, Adidas;1;7293.79;безналичные;;3593
100003772;12-12-2016;0,451516204;Рубашка тип 7, Reebok;2;2620.52;безналичные;;1372
100003772;12-12-2016;0,451516204;Сапоги тип 1, Nike;1;6055.728;безналичные;;2814
100003772;12-12-2016;0,451516204;Мячик тип 2, Nike;1;83.62;безналичные;;37
100003772;12-12-2016;0,451516204;Шапка тип 8, Reebok;1;409.64;безналичные;;209
100003772;12-12-2016;0,451516204;Рубашка тип 11, Nike;1;1299.548;безналичные;;659
100003774;6-9-2018;0,607349537;Шапка тип 6, Puma;2;696.9768;безналичные;;502
100003774;6-9-2018;0,607349537;Колготки тип 2, Reebok;1;415.8;безналичные;;210
100003795;4-3-2018;0,747037037;Штаны тип 3, Reebok;1;1850.97;наличные;;869
100003795;4-3-2018;0,747037037;Штаны тип 6, Nike;1;2298.168;наличные;;1062
100003795;4-3-2018;0,747037037;Запонка тип 1, Puma;1;227.88;наличные;;135
100003799;7-19-2018;0,769837963;Ремень тип 2, Adidas;1;325.95;наличные;;159
100003799;7-19-2018;0,769837963;Ремень тип 1, Reebok;1;613.88;наличные;;298
100003847;5-6-2018;0,384456019;Кепка тип 1, Adidas;1;285.18;наличные;;175
100003847;5-6-2018;0,384456019;Майка тип 4, Puma;1;234.752;наличные;;131
100003848;9-23-2017;0,379467593;Рубашка тип 9, Puma;1;669.8;наличные;;425
100003848;9-23-2017;0,379467593;Рубашка тип 1, Puma;1;1240.73136;наличные;;814
100003848;9-23-2017;0,379467593;Шлёпки тип 1, Nike;2;669.024;наличные;;368
100003850;10-6-2016;0,602280093;Колготки тип 4, Reebok;1;789.93;безналичные;;393
100003854;6-14-2016;0,393865741;Сапоги тип 6, Reebok;1;6134.52;наличные;;2814
100003854;6-14-2016;0,393865741;Сапоги тип 3, Adidas;2;12715.76;наличные;;5998
100003854;6-14-2016;0,393865741;Футболка тип 4, Reebok;1;367.14;наличные;;174
100003855;10-3-2016;0,545902778;Штаны тип 2, Nike;1;1406.532;безналичные;ФИО 306;597
100003855;10-3-2016;0,545902778;Штаны тип 12, Adidas;1;974.46;безналичные;ФИО 306;447
100003855;10-3-2016;0,545902778;Запонка тип 4, Puma;2;1576.08;безналичные;ФИО 306;990
100003855;10-3-2016;0,545902778;Рубашка тип 8, Reebok;1;1187.93;безналичные;ФИО 306;563
100003860;3-25-2018;0,491886574;Кроссовки тип 4, Reebok;1;3502;наличные;;1700
100003864;6-26-2016;0,474918981;Кроссовки тип 3, Puma;1;3159.72;наличные;ФИО 1069;1965
100003864;6-26-2016;0,474918981;Ремень тип 4, Adidas;1;398.2;наличные;ФИО 1069;181
100003865;7-30-2016;0,453599537;Шапка тип 1, Puma;1;470.016;наличные;;288
100003896;2-17-2016;0,65275463;Футболка тип 3, Puma;1;616.176;наличные;;389
100003896;2-17-2016;0,65275463;Колготки тип 4, Reebok;2;1406.0754;наличные;;786
100003904;4-7-2018;0,43994213;Туфли тип 2, Nike;1;3792.536;безналичные;;1562
100003925;1-18-2018;0,671527778;Ремень тип 1, Puma;2;502.49808;наличные;ФИО 1270;382
100003932;6-18-2018;0,438449074;Шапка тип 5, Nike;2;754.19776;наличные;ФИО 1030;458
100003973;8-1-2017;0,800034722;Колготки тип 6, Reebok;1;643.188;наличные;;380
100003973;8-1-2017;0,800034722;Туфли тип 4, Reebok;1;6167.26;наличные;;3298
100003973;8-1-2017;0,800034722;Колготки тип 7, Puma;1;554.4448;наличные;;320
100003973;8-1-2017;0,800034722;Сапоги тип 6, Reebok;1;6134.52;наличные;;2814
100003979;7-20-2017;0,437384259;Шапка тип 7, Reebok;1;374.4;безналичные;;195
100003979;7-20-2017;0,437384259;Штаны тип 12, Adidas;1;974.46;безналичные;;447
100003979;7-20-2017;0,437384259;Шапка тип 2, Puma;1;323.136;безналичные;;220
100003979;7-20-2017;0,437384259;Футболка тип 2, Puma;1;313.6;безналичные;;200
100003979;7-20-2017;0,437384259;Футболка тип 7, Puma;1;201.552;безналичные;;114
100004001;5-13-2017;0,469467593;Кроссовки тип 2, Nike;1;4465.3504;наличные;;1964
100004001;5-13-2017;0,469467593;Штаны тип 2, Nike;1;1378.40136;наличные;;597
100004024;7-5-2016;0,7015625;Шапка тип 5, Puma;1;198.968;наличные;;140
100004024;7-5-2016;0,7015625;Шапка тип 3, Nike;1;648.448;наличные;;298
100004024;7-5-2016;0,7015625;Шлёпки тип 2, Reebok;1;468.7;наличные;;218
100004038;6-28-2018;0,829872685;Рубашка тип 6, Puma;2;1103.52;наличные;;660
100004038;6-28-2018;0,829872685;Рубашка тип 8, Reebok;1;1187.93;наличные;;563
100004041;4-13-2018;0,695347222;Рубашка тип 8, Adidas;1;649.65;наличные;;355
100004056;11-19-2016;0,734282407;Сапоги тип 1, Reebok;1;4721.184;наличные;ФИО 247;2535
100004056;11-19-2016;0,734282407;Запонка тип 5, Puma;1;218.2656;наличные;ФИО 247;140
100004078;7-14-2018;0,805462963;Запонка тип 6, Puma;1;365.72;наличные;;205
100004087;11-24-2016;0,836782407;Запонка тип 5, Nike;2;1899.296;наличные;;854
100004110;9-25-2018;0,82880787;Кроссовки тип 1, Nike;1;3992.892;безналичные;;1887
100004110;9-25-2018;0,82880787;Штаны тип 9, Adidas;2;856.9;безналичные;;410
100004110;9-25-2018;0,82880787;Колготки тип 6, Adidas;1;698.4;безналичные;;388
100004110;9-25-2018;0,82880787;Кроссовки тип 5, Adidas;1;1620.81;безналичные;;783
100004110;9-25-2018;0,82880787;Запонка тип 7, Nike;1;552.5352;безналичные;;252
100004110;9-25-2018;0,82880787;Колготки тип 6, Reebok;1;643.188;безналичные;;380
100004150;2-12-2016;0,412523148;Ремень тип 3, Nike;1;469.264;безналичные;;211
100004150;2-12-2016;0,412523148;Шапка тип 6, Nike;1;423.31992;безналичные;;237
100004163;2-17-2017;0,604155093;Запонка тип 3, Reebok;1;597.1352;наличные;;391
100004163;2-17-2017;0,604155093;Кроссовки тип 3, Puma;1;3159.72;наличные;;1965
100004163;2-17-2017;0,604155093;Рубашка тип 8, Reebok;1;1187.93;наличные;;563
100004163;2-17-2017;0,604155093;Кепка тип 3, Nike;1;357.06;наличные;;165
100004163;2-17-2017;0,604155093;Штаны тип 6, Nike;1;2298.168;наличные;;1062
100004173;2-28-2018;0,612314815;Штаны тип 6, Reebok;1;1284.2412;безналичные;;649
100004173;2-28-2018;0,612314815;Рубашка тип 7, Nike;1;1646.56;безналичные;;820
100004173;2-28-2018;0,612314815;Футболка тип 2, Reebok;1;385.2;безналичные;;214
100004173;2-28-2018;0,612314815;Рубашка тип 1, Reebok;1;1357.92;безналичные;;738
100004180;1-9-2017;0,808865741;Запонка тип 7, Reebok;1;512.64;наличные;ФИО 313;267
100004183;6-7-2017;0,627986111;Туфли тип 2, Puma;1;3234.944;наличные;ФИО 992;2032
100004197;6-7-2016;0,57181713;Шапка тип 2, Adidas;1;236.98;безналичные;;136
100004197;6-7-2016;0,57181713;Рубашка тип 12, Adidas;1;820.8;безналичные;;456
100004219;10-23-2016;0,825555556;Футболка тип 1, Puma;2;467.392;наличные;;268
100004228;5-23-2018;0,550243056;Майка тип 3, Puma;1;480.6;наличные;ФИО 588;267
100004228;5-23-2018;0,550243056;Кроссовки тип 3, Nike;1;2651.176;наличные;ФИО 588;1282
100004228;5-23-2018;0,550243056;Футболка тип 6, Nike;1;662.244;наличные;ФИО 588;346
100004235;3-4-2017;0,706701389;Туфли тип 3, Adidas;1;3136.2432;наличные;;1608
100004235;3-4-2017;0,706701389;Штаны тип 11, Puma;1;544.824;наличные;;329
100004270;8-5-2018;0,857164352;Шлёпки тип 2, Adidas;1;698.92;безналичные;;346
100004270;8-5-2018;0,857164352;Футболка тип 3, Adidas;1;623.28;безналичные;;318
100004270;8-5-2018;0,857164352;Рубашка тип 11, Adidas;2;1202.8;безналичные;;620
100004270;8-5-2018;0,857164352;Туфли тип 3, Puma;1;5261.256;безналичные;;3003
100004278;4-2-2016;0,713333333;Шапка тип 3, Reebok;2;1032.24;наличные;;506
100004278;4-2-2016;0,713333333;Запонка тип 4, Puma;1;788.04;наличные;;495
100004300;3-5-2017;0,379548611;Колготки тип 3, Puma;1;606.464;наличные;;368
100004300;3-5-2017;0,379548611;Запонка тип 5, Adidas;1;670.32;наличные;;342
100004300;3-5-2017;0,379548611;Штаны тип 12, Nike;1;1492.68392;наличные;;758
100004304;5-29-2017;0,404872685;Футболка тип 4, Reebok;1;301.0548;безналичные;;174
100004304;5-29-2017;0,404872685;Кроссовки тип 4, Puma;1;1451.904;безналичные;;912
100004304;5-29-2017;0,404872685;Запонка тип 5, Reebok;1;254.916;безналичные;;146
100004304;5-29-2017;0,404872685;Шапка тип 7, Puma;1;386.784;безналичные;;237
100004304;5-29-2017;0,404872685;Рубашка тип 3, Nike;1;1737.236;безналичные;;821
100004304;5-29-2017;0,404872685;Сапоги тип 3, Adidas;2;12715.76;безналичные;;5998
100004327;1-31-2016;0,731550926;Кроссовки тип 1, Nike;1;3992.892;наличные;;1887
100004327;1-31-2016;0,731550926;Колготки тип 4, Nike;1;243.42192;наличные;;123
100004352;9-17-2016;0,463090278;Рубашка тип 9, Puma;1;669.8;безналичные;;425
100004354;11-28-2016;0,836203704;Кроссовки тип 4, Reebok;2;7004;наличные;;3400
100004354;11-28-2016;0,836203704;Ремень тип 3, Nike;1;408.25968;наличные;;211
100004373;4-12-2016;0,674421296;Штаны тип 2, Nike;1;1406.532;наличные;;597
100004373;4-12-2016;0,674421296;Колготки тип 5, Puma;1;675.376;наличные;;382
100004373;4-12-2016;0,674421296;Шапка тип 4, Nike;1;573.672;наличные;;246
100004392;5-11-2018;0,477939815;Штаны тип 8, Nike;1;1563.272;наличные;;743
100004426;5-10-2017;0,456782407;Колготки тип 6, Reebok;1;691.6;безналичные;;380
100004428;1-16-2016;0,411527778;Шапка тип 3, Adidas;1;231;наличные;ФИО 444;110
100004432;8-17-2018;0,376377315;Рубашка тип 3, Reebok;1;516.6;наличные;ФИО 626;246
100004434;12-21-2016;0,53244213;Мячик тип 1, Puma;1;71.896;наличные;;43
100004434;12-21-2016;0,53244213;Запонка тип 7, Nike;2;1163.232;наличные;;504
100004446;3-13-2016;0,680578704;Колготки тип 7, Puma;1;526.1568;безналичные;ФИО 908;320
100004474;2-1-2017;0,452418981;Футболка тип 7, Adidas;1;364.06;безналичные;;167
100004474;2-1-2017;0,452418981;Штаны тип 4, Puma;1;1463.048;безналичные;;919
100004474;2-1-2017;0,452418981;Майка тип 2, Reebok;1;461.89;безналичные;;247
100004484;9-8-2018;0,607337963;Футболка тип 5, Puma;1;247.976;наличные;ФИО 227;139
100004488;1-18-2016;0,44599537;Сапоги тип 2, Reebok;2;5215.9;наличные;;2426
100004488;1-18-2016;0,44599537;Майка тип 3, Puma;1;480.6;наличные;;267
100004488;1-18-2016;0,44599537;Кроссовки тип 2, Puma;1;1579.056;наличные;;982
100004488;1-18-2016;0,44599537;Рубашка тип 12, Adidas;1;673.056;наличные;;456
100004491;11-16-2017;0,67556713;Мячик тип 2, Nike;1;76.0942;наличные;;37
100004491;11-16-2017;0,67556713;Футболка тип 7, Nike;1;869.584;наличные;;391
100004491;11-16-2017;0,67556713;Футболка тип 5, Reebok;2;1261.638;наличные;;646
100004491;11-16-2017;0,67556713;Футболка тип 1, Nike;1;452.2;наличные;;190
100004491;11-16-2017;0,67556713;Кепка тип 2, Nike;1;541.66;наличные;;265
100004491;11-16-2017;0,67556713;Кепка тип 2, Adidas;1;630.72;наличные;;292
100004497;7-25-2017;0,520983796;Ремень тип 4, Nike;1;629.392;наличные;;283
100004509;3-13-2018;0,615092593;Запонка тип 6, Puma;1;365.72;наличные;;205
100004509;3-13-2018;0,615092593;Сапоги тип 5, Puma;2;4274.45824;наличные;;2572
100004509;3-13-2018;0,615092593;Штаны тип 12, Adidas;1;867.2694;наличные;;447
100004509;3-13-2018;0,615092593;Сапоги тип 6, Nike;1;5201.40728;наличные;;2279
100004509;3-13-2018;0,615092593;Кроссовки тип 4, Nike;1;1782.428;наличные;;893
100004509;3-13-2018;0,615092593;Футболка тип 4, Reebok;1;367.14;наличные;;174
100004509;3-13-2018;0,615092593;Штаны тип 1, Nike;1;2275.036;наличные;;937
100004530;2-17-2018;0,806481481;Сапоги тип 1, Reebok;1;4917.9;безналичные;ФИО 69;2535
100004543;4-9-2018;0,623425926;Колготки тип 3, Adidas;2;933.72;наличные;;502
100004543;4-9-2018;0,623425926;Сапоги тип 1, Puma;1;6316.816;наличные;;3778
100004543;4-9-2018;0,623425926;Штаны тип 5, Adidas;1;972.37;наличные;;479
100004543;4-9-2018;0,623425926;Колготки тип 2, Reebok;1;411.642;наличные;;210
100004555;11-27-2016;0,855405093;Штаны тип 9, Puma;1;858.28;безналичные;ФИО 1113;499
100004555;11-27-2016;0,855405093;Кепка тип 2, Adidas;1;548.7264;безналичные;ФИО 1113;292
100004555;11-27-2016;0,855405093;Запонка тип 1, Nike;1;471.0328;безналичные;ФИО 1113;233
100004555;11-27-2016;0,855405093;Шапка тип 7, Nike;1;452.608;безналичные;ФИО 1113;208
100004555;11-27-2016;0,855405093;Футболка тип 2, Adidas;2;939.9456;безналичные;ФИО 1113;516
100004576;6-24-2018;0,649490741;Штаны тип 8, Nike;1;1563.272;безналичные;;743
100004576;6-24-2018;0,649490741;Колготки тип 3, Adidas;1;466.86;безналичные;;251
100004576;6-24-2018;0,649490741;Туфли тип 1, Puma;1;3787.08;безналичные;;2265
100004576;6-24-2018;0,649490741;Рубашка тип 11, Reebok;2;2962.96;безналичные;;1628
100004576;6-24-2018;0,649490741;Кроссовки тип 3, Reebok;2;4119.56;безналичные;;2276
100004576;6-24-2018;0,649490741;Рубашка тип 1, Adidas;1;914.82;безналичные;;474
100004576;6-24-2018;0,649490741;Футболка тип 6, Puma;1;181.28;безналичные;;110
100004576;6-24-2018;0,649490741;Шапка тип 8, Puma;1;519.68;безналичные;;290
100004576;6-24-2018;0,649490741;Запонка тип 4, Reebok;1;689.8416;безналичные;;419
100004576;6-24-2018;0,649490741;Ремень тип 2, Nike;1;536.8;безналичные;;220
100004583;1-7-2017;0,548923611;Туфли тип 2, Puma;2;6469.888;безналичные;;4064
100004583;1-7-2017;0,548923611;Шапка тип 7, Adidas;1;323.84;безналичные;;176
100004583;1-7-2017;0,548923611;Сапоги тип 3, Puma;1;4185.7536;безналичные;;2748
100004589;7-19-2018;0,868946759;Штаны тип 12, Puma;1;296.192;наличные;ФИО 534;178
100004589;7-19-2018;0,868946759;Шапка тип 3, Nike;1;648.448;наличные;ФИО 534;298
100004617;1-31-2016;0,542858796;Штаны тип 10, Nike;1;1158.616;наличные;;577
100004617;1-31-2016;0,542858796;Футболка тип 2, Reebok;1;385.2;наличные;;214
100004626;1-31-2017;0,608136574;Футболка тип 1, Adidas;1;418.509;безналичные;;219
100004635;1-22-2016;0,688217593;Штаны тип 12, Nike;1;1640.312;наличные;;758
100004645;5-29-2018;0,485266204;Кроссовки тип 4, Adidas;1;1544.51;безналичные;;739
100004645;5-29-2018;0,485266204;Сапоги тип 1, Adidas;1;6710.2868;безналичные;;3593
100004645;5-29-2018;0,485266204;Кроссовки тип 4, Puma;1;1379.3088;безналичные;;912
100004645;5-29-2018;0,485266204;Колготки тип 7, Adidas;1;797.04;безналичные;;369
100004650;5-25-2018;0,469178241;Штаны тип 6, Nike;1;2160.27792;безналичные;;1062
100004650;5-25-2018;0,469178241;Штаны тип 8, Reebok;2;4878.72;безналичные;;2464
100004650;5-25-2018;0,469178241;Рубашка тип 12, Nike;1;974.028;безналичные;;471
100004650;5-25-2018;0,469178241;Шапка тип 7, Reebok;1;374.4;безналичные;;195
100004656;1-18-2017;0,538958333;Штаны тип 6, Reebok;1;1323.96;наличные;;649
100004656;1-18-2017;0,538958333;Туфли тип 2, Reebok;1;4327.96;наличные;;2378
100004656;1-18-2017;0,538958333;Туфли тип 1, Reebok;1;6119.12;наличные;;3122
100004656;1-18-2017;0,538958333;Кроссовки тип 6, Adidas;1;2545.92;наличные;;1224
100004661;8-14-2016;0,631979167;Кроссовки тип 1, Reebok;1;2316.6;наличные;;1053
100004675;10-16-2016;0,673969907;Шапка тип 3, Reebok;1;516.12;безналичные;;253
100004698;2-9-2016;0,469895833;Ремень тип 1, Nike;1;274.912;безналичные;;121
100004722;5-29-2018;0,483842593;Шапка тип 2, Reebok;1;367.048;наличные;ФИО 560;176
100004722;5-29-2018;0,483842593;Колготки тип 1, Adidas;1;787.5;наличные;ФИО 560;375
100004722;5-29-2018;0,483842593;Шапка тип 7, Adidas;1;323.84;наличные;ФИО 560;176
100004722;5-29-2018;0,483842593;Штаны тип 12, Nike;1;1640.312;наличные;ФИО 560;758
100004722;5-29-2018;0,483842593;Ремень тип 4, Reebok;1;450.76;наличные;ФИО 560;236
100004722;5-29-2018;0,483842593;Шлёпки тип 2, Adidas;1;698.92;наличные;ФИО 560;346
100004722;5-29-2018;0,483842593;Штаны тип 3, Nike;1;1398.24048;наличные;ФИО 560;714
100004722;5-29-2018;0,483842593;Штаны тип 11, Reebok;1;1816.84;наличные;ФИО 560;857
100004726;2-2-2018;0,439398148;Майка тип 3, Adidas;1;158.25;безналичные;;75
100004727;5-12-2016;0,382222222;Запонка тип 6, Adidas;1;356.85;безналичные;;183
100004727;5-12-2016;0,382222222;Колготки тип 7, Reebok;1;315.59;безналичные;;151
100004727;5-12-2016;0,382222222;Кепка тип 1, Adidas;1;312.34;безналичные;;175
100004727;5-12-2016;0,382222222;Кепка тип 3, Puma;1;479.864;безналичные;;287
100004728;3-2-2016;0,847581019;Кроссовки тип 6, Reebok;2;3933.92;безналичные;;2138
100004728;3-2-2016;0,847581019;Ремень тип 2, Reebok;2;881.98;безналичные;;418
100004731;1-14-2017;0,755358796;Шапка тип 6, Puma;1;332.826;безналичные;;251
100004754;11-12-2017;0,41787037;Ремень тип 3, Puma;1;593.712;безналичные;;342
100004756;5-14-2016;0,614953704;Штаны тип 7, Nike;2;5341.488;безналичные;ФИО 331;2598
100004756;5-14-2016;0,614953704;Запонка тип 5, Adidas;1;670.32;безналичные;ФИО 331;342
100004756;5-14-2016;0,614953704;Шапка тип 8, Adidas;1;316.996;безналичные;ФИО 331;152
100004756;5-14-2016;0,614953704;Шлёпки тип 3, Reebok;1;394.5348;безналичные;ФИО 331;243
100004759;1-14-2016;0,855636574;Рубашка тип 9, Puma;1;643.008;безналичные;;425
100004759;1-14-2016;0,855636574;Шапка тип 3, Reebok;1;500.6364;безналичные;;253
100004762;6-18-2017;0,836226852;Штаны тип 8, Reebok;1;1975.8816;безналичные;;1232
100004782;12-28-2017;0,665810185;Штаны тип 5, Nike;1;2028.288;безналичные;ФИО 259;912
100004782;12-28-2017;0,665810185;Кроссовки тип 6, Puma;1;2577.472;безналичные;ФИО 259;1564
100004790;11-10-2017;0,731724537;Колготки тип 3, Puma;1;564.01152;безналичные;ФИО 626;368
100004792;1-15-2018;0,548287037;Футболка тип 6, Adidas;1;331.15;наличные;ФИО 261;179
100004799;3-22-2016;0,440949074;Рубашка тип 5, Puma;2;1692.8352;наличные;;1244
100004808;9-20-2016;0,56244213;Рубашка тип 10, Puma;1;495.816;наличные;;283
100004808;9-20-2016;0,56244213;Сапоги тип 6, Nike;2;11066.824;наличные;;4558
100004829;9-9-2016;0,814953704;Колготки тип 4, Reebok;1;766.2321;наличные;;393
100004829;9-9-2016;0,814953704;Шлёпки тип 3, Nike;1;313.536;наличные;;138
100004829;9-9-2016;0,814953704;Майка тип 3, Nike;2;1070;наличные;;500
100004829;9-9-2016;0,814953704;Ремень тип 4, Adidas;1;398.2;наличные;;181
100004831;9-28-2017;0,788078704;Запонка тип 3, Nike;2;1565.2;наличные;ФИО 568;700
100004831;9-28-2017;0,788078704;Колготки тип 6, Adidas;2;1396.8;наличные;ФИО 568;776
100004831;9-28-2017;0,788078704;Футболка тип 5, Puma;1;247.976;наличные;ФИО 568;139
100004831;9-28-2017;0,788078704;Рубашка тип 11, Puma;1;646.5536;наличные;ФИО 568;410
100004831;9-28-2017;0,788078704;Ремень тип 4, Puma;2;861.888;наличные;ФИО 568;536
100004831;9-28-2017;0,788078704;Колготки тип 5, Reebok;1;227.55;наличные;ФИО 568;111
100004876;2-12-2018;0,682268519;Штаны тип 10, Puma;1;1720.584;наличные;ФИО 625;1039
100004876;2-12-2018;0,682268519;Рубашка тип 7, Adidas;2;2480.4;наличные;ФИО 625;1590
100004876;2-12-2018;0,682268519;Шлёпки тип 1, Puma;1;294.84;наличные;ФИО 625;189
100004886;6-16-2017;0,411493056;Сапоги тип 3, Reebok;1;5482.6676;наличные;;3394
100004886;6-16-2017;0,411493056;Шапка тип 4, Adidas;1;562.8;наличные;;280
100004893;12-28-2016;0,455509259;Рубашка тип 4, Puma;1;888.88;безналичные;;542
100004904;2-9-2017;0,5196875;Майка тип 1, Puma;1;420.784;наличные;ФИО 987;238
100004913;4-23-2018;0,444224537;Запонка тип 2, Nike;1;231.544;наличные;;103
100004913;4-23-2018;0,444224537;Рубашка тип 10, Reebok;1;1125.72;наличные;;531
100004913;4-23-2018;0,444224537;Кроссовки тип 6, Nike;1;4692.12;наличные;;1923
100004918;5-29-2018;0,667083333;Запонка тип 5, Puma;2;476.672;безналичные;;280
100004918;5-29-2018;0,667083333;Запонка тип 7, Reebok;1;487.008;безналичные;;267
100004920;9-4-2017;0,7671875;Майка тип 1, Adidas;1;797.16;наличные;ФИО 821;364
100004926;3-28-2018;0,581597222;Сапоги тип 1, Nike;1;6055.728;наличные;;2814
100004932;9-4-2016;0,473449074;Шапка тип 5, Nike;1;454.336;наличные;;229
100004932;9-4-2016;0,473449074;Запонка тип 6, Reebok;2;826.54;наличные;;442
100004932;9-4-2016;0,473449074;Рубашка тип 11, Puma;2;1469.44;наличные;;820
